title,publish_date,update_date,img_url,caption_text,tags_list,full_article,url
,,,,,[],,https://www.straitstimes.com/singapore/why-did-my-polytechnic-diploma-disappear
"Firefighter taken to hospital for heat exhaustion, 100 people evacuated after blaze in Tampines","Jan 09, 2026, 11:50 PM","Jan 10, 2026, 03:24 AM",https://cassette.sphdigital.com.sg/image/straitstimes/cbb4b4b721fcf092a5cfa2d25d300c57a26405e80ae0e05f880468cb012e40ed,The Singapore Civil Defence Force said no one was inside the unit at the time of the fire.PHOTOS: SCDF,"['Fire safety rules', 'Fires', 'SCDF']","SINGAPORE – A firefighter was taken to Changi General Hospital after experiencing heat exhaustion while fighting a fire that broke out in Tampines on Jan 9. About 100 people were evacuated from Block 29 Tampines Street 86 as a precaution after the fire broke out in a bedroom on the 15th floor. In a Facebook post on Jan 9, the Singapore Civil Defence Force (SCDF) said it had been alerted to the fire at 9.05pm. No one was inside the unit at the time of the fire, said SCDF. Firefighters conducted forcible entry into the smoke-filled unit and extinguished the fire with two water jets, it added. The fire was largely confined to the bedroom, and its cause is under investigation, said SCDF. In its post, SCDF advised people to extinguish lighted materials, such as candles, before leaving home. They should also not leave cooking unattended or overload power sockets, andshould switch off the electrical supply when it is not in use.",https://www.straitstimes.com/singapore/firefighter-taken-to-hospital-for-heat-exhaustion-100-people-evacuated-after-blaze-in-tampines
2 arrested for suspected drug-related offences after locking themselves in a room in Serangoon condo,"Jan 09, 2026, 11:10 PM","Jan 09, 2026, 11:16 PM",https://cassette.sphdigital.com.sg/image/straitstimes/f3bc944c5fd2527d01aa6a574333ff0421448537ef058c545aca84ebf3266dce,E-vaporisers and suspected drug paraphernalia were found at the scene.PHOTO: SCREENGRAB FROM GOOGLE MAPS,"['Drug offences', 'Vaping/E-cigarettes', 'Police', 'Singapore crime']","SINGAPORE – Two people were arrested for suspected drug-related offences after an alleged argument at a condominium in Serangoon onJan 9. One of them, a33-year-old man, was also arrested for obstructing a police officer from his duty. The other person arrested, a24-year-old woman, was taken conscioustoTan Tock Seng Hospital. The incident took place at3 Oxford Road in Serangoon,which is the address ofKentish Lodge condominium. E-vaporisers and suspected drug paraphernalia were found at the scene, the police said, in response to queries on Jan 9. The police and the Singapore Civil Defence Force (SCDF) said they received a call for assistance at the address at about8.10am that day. When police officers arrived, they learnt that the two friends had been in an argument. The duo had locked themselves in a room within a residential unit, which police said they managed to enter at about12.35pm. Officers from theSpecial Operations Command and the Crisis Negotiation Unit, and rescuers from the Disaster Assistance and Rescue Team also responded to the incident. The e-vaporiser related offence has been referred to theHealth Sciences Authority, and the suspected drug-related offences will be referred to the Central Narcotics Bureau. Police investigations are ongoing. Additional reporting by Ann Chen",https://www.straitstimes.com/singapore/2-arrested-for-suspected-drug-related-offences-after-locking-themselves-in-a-room-in-serangoon-condo
Creating value proposition crucial for Singaporeans in AI age: Chan Chun Sing,"Jan 09, 2026, 10:12 PM","Jan 09, 2026, 11:39 PM",https://cassette.sphdigital.com.sg/image/straitstimes/65110316036cd5326c95707755232a49552b71de5cdc8c7a265f3dc9459c643a,Defence Minister Chan Chun Sing at a dialogue titled The Future Of Innovation And Internationalisation – The Role Of Youth In A Changing World – on Jan 9.ST PHOTO: ARIFFIN JAMAR,['Chan Chun Sing'],"SINGAPORE –Creating a value proposition is most important for Singaporeans amid the increasing influence of artificial intelligence (AI), Defence Minister Chan Chun Sing said on Jan 9. This begins with understanding the challenges that people face and the problems they want to solve, said Mr Chan, who was speaking at a dialogue involving 200 guests, mostly students from secondary schools and institutes of higher learning. Now this requires a deep understanding of the environment that we are in, which is why I always encourage all our students, all our young people and not so young people, to constantly look out to the world and understand what the world needs, what the worlds pain points are, he added. Mr Chan stressed that developing solutions requires both a disciplined approach and creativity to create a value proposition that others cannot provide. I dont think we need to despair because there will always be room for the human creativity that is required, he said. The dialogue, titled The Future Of Innovation And Internationalisation – The Role Of Youth In A Changing World, was organised by charitable youth organisation Heartware Network. It featured veteran businessman Yao Hsiao Tung, who is the founder and executive chairman of local advanced manufacturing company Hi-P International. Part of the youth organisations Heartware Leadership Series, the dialogue was held at the SingPost Auditorium in Paya Lebar. During the dialogue, Mr Chan polled the audience on whether they thought that their future jobs will be replaced by AI. Most raised their hands to say no. When asked why, a polytechnic student pursuing a social work course said she was quite confident because her field is highly specialised and requires a human touch. Picking up on this, Mr Chan, who is also Coordinating Minister for Public Services, said that no matter what AI can do for now, there are a few areas where it may never fully replace humans. He cited high touch industries, such as social work, teaching and nursing. You use the tools, whether its AI or any other algorithm, to complement your work, to get rid of all the more mundane work for you to focus more time and attention on the higher value-add work, or the creativity work, he said. Another area is high trust industries, such as business, where a human presence is important for customers to feel confident in their dealings. On the topic of attracting AI-driven companies to invest in Singapore, Mr Chan said the country must have its own value proposition so that jobs can be created for Singaporeans. For that to happen, there are many layers of things that we must do as a society, beyond just having the right skills to attract them here. We must have infrastructure, we must have reliable energy sources, he said. We must have the rules and regulations that facilitate innovation and enterprises and many of these things built the entire ecosystem for us to, first and foremost, compete for the investment to be put in Singapore, for the jobs to be created in Singapore, for fellow Singaporeans to be able to earn our keep. Without such an ecosystem, even Singaporeans with good skills will not be able to find the jobs that they want in Singapore. There are many countries in the world where there are people who are highly educated, but they dont necessarily have the chance to deploy their skills in their own country because the macro environment doesnt allow those investments to be planted (there), he added.",https://www.straitstimes.com/singapore/politics/creating-a-value-proposition-is-crucial-for-singaporeans-in-ai-age-chan-chun-sing
Orchard Road Presbyterian Churchs main building put forth for conservation,"Jan 09, 2026, 10:10 PM","Jan 09, 2026, 11:54 PM",https://cassette.sphdigital.com.sg/image/straitstimes/8624d9ecc9de41a4221667e27c84a3e58b82f219beab2c812bfbe266e5a00832,Orchard Road Presbyterian Churchs main building (right) has been proposed for conservation.ST PHOTO: BRIAN TEO,"['Conservation/Preservation', 'URA Master Plan', 'Singapore heritage', 'Churches']","SINGAPORE –The 148-year-old main building of Orchard Road Presbyterian Church, which houses the churchs sanctuary, has been put up for conservation. Completed in 1878, it is the oldest building on the churchs site at 3 Orchard Road, which also houses a chapel that dates back to 1953, as well as the Dunman Building, which was built in 1985 and has offices, meeting rooms and classrooms. The proposal to conserve the main building was published by the Urban Redevelopment Authority (URA) on Jan 9, and comes amid an ongoing project to refresh the churchs compound. In a note accompanying the proposal, URA saidthatthe proposed conservation of the main building recognises the sites longstanding history and architectural significance. If the building is conserved, it cannot be demolished in the future, and future works to it will have to follow guidelines that safeguard its architecturally significant features. Orchard Road Presbyterian Church was founded in 1856 to cater to the Scottish community in Singapore. Its first worship service was held at the London Missionary Societys chapel, located at the junction of North Bridge Road and Bras Basah Road. According to the website of the church – which today sits on a freehold site of about 6,000 sq m in size – it was granted its present site in May 1865. Worship services were moved to the main building after it was completed in November 1878 – a time when the church was known simply as the Presbyterian Church. The main building has been extended several times, including in 1975, and restoration works were last conducted on it in 1985. The churchs spokespersons, Mr Alvin Ooi and Mr Gabriel Tan, said the move to conserve the main building comes as the church celebrates its 170th anniversary in 2026 and as we look towards building on our legacy of faith for future generations. In a statement to The Straits Times, Mr Ooi and Mr Tan, who are both church elders, noted that the building has witnessed many events in Singapores history. These include the Japanese Occupation, Konfrontasi and the development of Orchard Road. They said the main building currently serves about 1,000 worshippers, including those from the churchs English and Indonesian congregations, a Chinese congregation under Providence Presbyterian Church, and the German-Speaking Protestant Congregation in Singapore. Updates on the churchs website state that it moved its worship services to Suntec Singapore Convention and Exhibition Centre in October 2025, in preparation for the project to refresh its Orchard Road premises. This arrangement is projected to last until November 2027, when the works are completed. Under the project, which is subject to approvals from the authorities, restoration works will be carried out on the main building. A rear slope in the churchs compound will also be strengthened, while the Dunman Building will be redeveloped, with the new five-storey building about 40 per cent larger than the existing one. An extension to the churchs sanctuary named Tomlinson Hall, which was added to the church in 1920 and demolished in 2002, will also be rebuilt. Mr Ooi and Mr Tan said that the works – which are estimated to cost about $42.8 million – will provide modern amenities for the young and old, and be in line with conservation guidelines provided by URA for the main building. Architectural conservator Yeo Kang Shua noted that the building was designed in the neo-classical style, and has features typical of 19th-century Italian neo-renaissance architecture, such as a set of Palladian windows – an arched window flanked by two rectangular windows – below its dome. Having stood since the 1870s, he said, the main building is also historically significant as one of the oldest associated with the Presbyterian denomination in Singapore. To date, Singapore has conserved more than 7,200 buildings and structures in over 100 areas.",https://www.straitstimes.com/singapore/orchard-road-presbyterian-churchs-main-building-put-forth-for-conservation
"Jupiter will appear bigger, brighter over Singapore at night on Jan 10","Jan 09, 2026, 09:05 PM","Jan 09, 2026, 09:11 PM",https://cassette.sphdigital.com.sg/image/straitstimes/ac883cb1da3ac5361fb198c820afc189596500229bd811df069655d3c84b9d5e,"Some of the best views of the planet are likely to be at Marina Barrage, East Coast Park or the Southern Ridges.PHOTO: UNSPLASH","['Space and cosmos', 'Science', 'Singapore Science Centre']","SINGAPORE – Stargazers can view a larger and brighter version of Jupiter in Singapores night skies on Jan 10. Some of the best views of the planet are likely to be at Marina Barrage, East Coast Park or the Southern Ridges. The Observatory at Science Centre Singapore said on Jan 9 that this is because of an astronomical event known as Jupiter in opposition. An opposition occurs when a planet appears directly opposite the Sun in the sky, with the Earth positioned between the two. In this case, when the Earth passes directly between Jupiter and the Sun, it causes Jupiter to appear larger and brighter in the night sky than at any other time of the year. The observatory added that the planet will be visible throughout the night of Jan 10. It will begin rising at sunset, and set around sunrise. The phenomenon will be visible across Singapore even to the naked eye as long as skies are clear, the observatory said. To the unaided eye, the planet appears as a bright, steady point of light in the eastern night sky, though its clarity and detail may vary depending on atmospheric conditions and viewing location. Jupiter reaches opposition roughly every 13 months, and the next occurrence is expected around February 2027, the observatory said. It added that it will not hold special viewing sessions for the celestial event. The planet will remain visible over the next few months, and can be observed during weekly stargazing sessions held at the observatory. More details on the sessions can be found atfor.edu.sg/fridaystargazing",https://www.straitstimes.com/singapore/jupiter-set-to-appear-bigger-and-brighter-over-singapore-on-the-night-of-jan-10
"11 weeks jail for cop who molested policewoman, assaulted NSF after dinner and dance","Jan 09, 2026, 08:30 PM","Jan 09, 2026, 10:31 PM",https://cassette.sphdigital.com.sg/image/straitstimes/0236fd106c66d3b091e01713c9e7364531f7f46d9ddb8def3f4c7110a66a8cc7,The offender kissed the woman without her consent and also asked her if they were meant to have sex.ST PHOTO: KELVIN CHNG,"['Outrage of modesty/Insulting modesty', 'Assault', 'Police', 'Singapore courts', 'Singapore crime']","SINGAPORE – Intoxicated after consuming alcoholic drinks duringa work-relateddinner and dance, a policeman molested a policewoman and assaulted a full-time national serviceman (NSF) from the same agency. The offender kissedthe womanwithout her consent and also asked her if they were meant to have sex. The 36-year-old man, who cannot be named due to a gag order to protect the victims identity, was sentenced to 11 weeks jail on Jan 9. He had pleaded guilty to one count each of molestation and insulting another persons modesty. An assault charge involvingthe NSF, whom he stomped on the groin and slapped on the forehead, was considered during his sentencing. On Jan 9, the Singapore Police Force (SPF) told The Straits Times that the offender has been suspended from duty. Its spokesperson said: Officers... are expected to uphold the law and maintain the highest standards of conduct and integrity. We deal with officers who break the law severely, including charging them in court. Following the incident, SPF swiftly initiated investigations against the officer, and he was immediately removed from front-line duties... SPF will commence internal action against him. Deputy Public Prosecutor Sean Teh told the court that the police officers had attended a dinner and dance eventat a hotel in 2024. The offender drank soju, whisky, vodka and cognac during the event, which ended at around 11pm. The NSF, identified in court documents as A1, then went to a smoking corner near a ballroom and lit a cigarette before the offender joined him there. While sitting down, A1, who had also consumed alcohol, accidentally hit his head on a wall behind a chair and slid to the ground in pain. Seeing this, the offender asked the NSF to sit on the chair properly and added: Officer commands you. After A1 did so, the offender stomped on A1s groin, and started laughing while A1 slid to the ground in pain. Subsequently, he also slapped A1s forehead with his palm, causing A1 to fall to the ground again. His actions were recorded on video by the policewoman, as she wanted to capture evidence of the offender ragging A1. He stopped assaulting A1 when he saw a police commander nearby. Soon after this, the policewoman approached the offender to ask him how he would be going home. He replied that he would follow her, and she agreed to drive him home in her car as they lived near each other. The policewoman then asked another NSF, identified in court as A4, to take the offender to a nearby restroom. While they were there, the offender asked A4 if he wanted to see him make the policewoman pregnant. Shortly after 11.20pm, the offender, the policewoman, A1, A4 and two other NSFs entered a lift to a carpark. The offender then used vulgar language to ask the woman if he was supposed to have sex with her that evening. The woman became scared and replied: No, you just sleep... just close your eyes. As one of the other NSFs went to retrieve the policewomans car, A4 decided to stay with (the policewoman) as he was afraid that the accused might do something inappropriate with her, DPP Teh said. At about 11.25pm, the accused grabbed (her) neck, pulled her face towards his, and kissed her. (She) pushed the accused away... At no point did (she) consent to the actions of the accused. She felt shocked and vulnerable by acts committed by the accused. A4 confronted the offender, but the policewoman asked A4 to calm down as she did not want the situation to escalate. One of the NSFs drove everyone home soon after. Later that night, the offender sent the policewoman a WhatsApp message, asking to meet and claiming that his wife had kicked him out of their home. The policewoman turned him down and lodged a police report after talking to her superiors about the matter. Representing the offender were lawyers Thangavelu – who goes by only one name – and Sugenya Manogaran from Trident Law Corporation. Ms Sugenya pleaded for him to be given five weeks jail, stressing that he had acted out of character that evening. (The man) is a first-time offender with an otherwise exemplary record of public service spanning more than a decade, she added. He was charged in court in 2025.",https://www.straitstimes.com/singapore/courts-crime/drunk-cop-molested-policewoman-assaulted-nsf-after-dinner-and-dance
Fire breaks out in rubbish container in Geylang; no reported injuries,"Jan 09, 2026, 07:57 PM","Jan 09, 2026, 09:51 PM",https://cassette.sphdigital.com.sg/image/straitstimes/d7cb46b8d23013f3d632d7b78405bf27a302829598f492c814501a2e9df11ff6,"Parts of a skip bin were blackened by a fire in Cassia Crescent, with furniture inside it reduced to ashes on Jan 9.PHOTO: LIANHE ZAOBAO","['Fires', 'Fire safety rules', 'SCDF']","SINGAPORE – A fire broke out in a rubbish container on the ground floor of an HDB estate in Geylang on Jan 9. TheSingapore Civil Defence Force (SCDF)said it was alerted to the fire, which involved the contents of a skip bin atBlock 56 Cassia Crescent, at about 2.30pm that day. SCDF officers extinguished the fire using two hose reels, and no injuries were reported. The cause of the fire is being investigated. In a Facebookpostlater on Jan 9, Mountbatten MP Gho Sze Kee said the fire was contained within the skip bin and that there was no damage to nearby properties. The skip bin had been placed at the location by the cleaning contractor appointed by the town council for the removal of bulky items from the neighbourhood, she said. Thanking SCDF for its quick response to the incident, she added that she had asked the town council to take guidance from the SCDF once investigations are concluded. The fire is believed to have been sparked by a cigarette butt that someone threw into the waste container, which is used to collect discarded furniture, reported Lianhe Zaobao. The Chinese-language news daily said that the fire wasextinguished by 3pm, withseveral members of the public also using fire hoses to help put out the fire. It added that parts of the rubbish container were blackened by the fire, with furniture inside the bin, including sofas and bed frames, reduced to ashes. Several SCDF personnel and workers were later seen cleaning up the skip bin, reported Lianhe Zaobao, with the area around the container cordoned off.",https://www.straitstimes.com/singapore/fire-breaks-out-in-rubbish-container-in-geylang-no-reported-injuries
Seaborne robbery cases in the Straits of Malacca and Singapore highest since 2007,"Jan 09, 2026, 06:55 PM","Jan 09, 2026, 08:55 PM",https://cassette.sphdigital.com.sg/image/straitstimes/d4b6a9c5b51c63f6505af00755e5aee3805a4a08cb77b885a2d86fc2c6debf45,"In almost half of the cases, nothing was taken despite the vessels being boarded by unknown persons.ST PHOTO: KUA CHEE SIONG","['Piracy at sea', 'Maritime and shipping', 'Crime']","SINGAPORE –The number of piracy and armed robbery cases on ships for 2025 in the Straits of Malacca and Singapore (SOMS) rose to 108 incidents – the highest in the last 19 years from 2007 to 2025. The recent figures represent a 74 per cent increase from the 62 incidents reported in the SOMS for 2024, said the Regional Cooperation Agreement on Combating Piracy and Armed Robbery against Ships in Asia (ReCAAP) Information Sharing Centre (ISC) at a media briefing onJan 9. Fortunately, most of the incidents, which had occurred on the eastbound lane of the SOMS, were cases of opportunistic theft that left most of the ships crew uninjured. ReCAAP executive director Vijay D. Chafekar said that theincrease in incidents in 2025 does not indicate a corresponding increase in threat to maritime trade passing through the SOMS. The higher number of incidents largely corresponds to minor petty theft cases, he added. In almost half of the cases, nothing was taken despite the vessels being boarded by unknown persons. Engine spares were stolen in 31 per cent of the incidents. A smaller percentage reported personal belongings, cash and ship stores being stolen. Over half of the incidents happened to bulk carriers or vessels carrying unpacked cargo, mostly in the dead of night. A hint of the spike in sea robbery incidents in the SOMS emerged when the figures for the first half of 2025 were revealed in July 2025. The figure was four times that for the same period in 2024, as there were 80 such incidents reported to ReCAAP between January and June 2025. Yet, the spate of incidents fell from July to October 2025, said Ms Lee Yin Mui, deputy director of ReCAAP, attributing the decline to Indonesian law enforcement efforts. While 14 sea robbery incidents in the SOMS were reported for July, one incident each was recorded in September and October. Said Mr Chafekar: While the increase in sea robbery incidents in the SOMS highlights the continuing security challenges faced by ships transiting the busy waterway, the decline in incidents following the arrest of perpetrators by the Riau Islands Regional Police illustrates the deterrent effect of effective enforcement. Nevertheless, some would expect that acquiring data and cooperation against piracy from the US authorities would now be harder, given recent developments. OnJan 8,President Donald Trump had ordered the US to withdraw from 66 organisations, comprising non-governmental organisations and United Nations agencies. ReCAAP is one of them. But Mr Chafekar said ReCAAP ISC, which was established in 2006, will continue with its mission. Before the US joined ReCAAP as a contracting party in 2014, ReCAAP was already a working model of regional cooperation against sea piracy, he added. Since joining ReCAAP, the United States has been making a nominal financial contribution every year to support ReCAAP ISCs activities, said Mr Chafekar. The withdrawal of the United States from ReCAAP will not have any impact on the centres operations.",https://www.straitstimes.com/singapore/sea-borne-robbery-cases-in-the-straits-of-malacca-and-singapore-the-highest-since-2007
Former Credit Suisse V-P jailed 13 years for forging transactions costing bank $14m in compensation,"Jan 09, 2026, 05:29 PM","Jan 09, 2026, 08:45 PM",https://cassette.sphdigital.com.sg/image/straitstimes/e9b1bcae6179bb3b8cb187207d318a43cb67428fa2a1b13e27bab45025d2ec4b,"Soh Yuan-Yi pled guilty to 30 charges, including forgery and transferring the benefits from criminal conduct.ST PHOTO: KELVIN CHNG",[],"SINGAPORE –While employed at Credit Suisse, a woman forged at least 112 letters to perform unauthorised transactions on her clients accounts, which eventually cost the bank $14.35 million in compensation. Soh Yuan-Yi, 50, was sentenced to 13 years jail on Jan 8, after shepleadedguilty to 30 charges, including forgery and transferring the benefits from criminal conduct. Another 123 charges were taken into consideration for sentencing. Court documents stated that Soh became assistant vice-president of the Swiss bank in 2005, and was promoted to vice-president in 2011, working there until August 2013. Her duties included recommending investment products to clients, carrying out instructions from her clients in relation to their bank accounts and establishing relationships with new or prospective clients. Soh had access to the account information, bank statements and balances of her clients, whoinvested between $2 million and $20 million through Credit Suisse. Between 2006 and 2013, Credit Suisse carried out transactions on its clients accounts by following instructions written on the banks instruction letters. Instruction letters had to be signed by the client for the bank to execute the instructions, and could be submitted through Credit Suisses relationship managers or their assistants. Over seven years, Soh used at least 112 forged instruction letters to perform unauthorised transactions on 22 Credit Suisse accounts belonging to 15 of her clients. These were largely unauthorised withdrawals made to non-Credit Suisse accounts under her control or inter-client transfers to hide the unauthorised withdrawals and losses in her clients accounts. Soh did this by forging her clients signatures, and writing false reasons for the transactions so that the banks back office would process them. She made the unauthorised withdrawals from her clients accounts and transferred the amounts to joint bank accounts she held with her mother and husband. In 2007, she and her husband bought a landed property in Yio Chu Kang for$1.37 million. To make the down payment, Soh forged two instruction letters to issue two cheques worth $110,000 to a joint account with her husband. Of this sum, more than$104,000was used to buy the house. In 2009, Soh and her husband wanted to sell the house to buy another piece of real estate. Unable to find a buyer, she transferred ownership of the property to one of her clients without his knowledge by forging his signature on a purchase agreement stating that he had bought the house for$1.49 million. After the transfer, Soh lied to the client and told him the property was a free gift to him. She then forged instruction letters for over $1.5 million from his account to be transferred to her or the law firm that handled the transaction. The client later sold the property and incurred a loss of more than$86,800. In June 2013, one of her clients complained to the bank that multiple unauthorised transactions had been made on his account. Following internal investigations, Soh was suspended on June 20, 2013. The bank also lodged a police report. Some$9.16 millionhad been transferred out of her clients accounts as a result of Sohs actions. The bank paid the clients affected$14.35 millionto compensate for their losses. Soh has since made repayment of nearly$3.3 millionto the bank. Deputy Public Prosecutor Norman Yew told the court that she had taken more than$5.87 millionfrom her clients. Considering her restitution, Soh had a net benefit of more than $2 million. DPP Yew sought a jail term of 15 years and two months jail to 16 years jail for Soh. He said that the offences were premeditated and committed over a long period of time, and had adversely affected the integrity and reputation of Singapores financial system. Not only were a bank and its clients the victims in this case, the accused committed the offences in her capacity as a senior member of the banking community against the bank she was working for and the clients whose interests she was to safeguard. Such offences must be treated harshly, he said. Soh will begin serving her sentence on Jan 29.",https://www.straitstimes.com/singapore/courts-crime/former-credit-suisse-vp-jailed-13-years-for-forging-transactions-costing-bank-14m-in-compensation
