title,publish_date,update_date,img_url,caption_text,tags_list,full_article,url
Woman jailed a week for Kpod possession after she did not attend rehabilitation,"Jan 06, 2026, 07:05 PM","Jan 06, 2026, 07:09 PM",https://cassette.sphdigital.com.sg/image/straitstimes/a4d4789d0aec6da935721ecd3bacae208cf6fc1605e3b79e9b68b786efc2c0b7,Tang Yu Ling pleaded guilty to one charge of Kpod possession on Jan 6.ST PHOTO: KELVIN CHNG,"['State Courts', 'Singapore courts', 'Vaping/E-cigarettes']","SINGAPORE – A woman was given a weeks jail over the possession of Kpods, or etomidate-laced vapes, after she failed to turn up for rehabilitation. Tang Yu Ling, 23, pleaded guilty to one charge of Kpod possession on Jan 6. This is the first case of an offender being charged by the Health Sciences Authority (HSA) for an e-vaporiser-related offence for failing to attend rehabilitation, said the authorityonJan 6. The court heard that Tang was caught with an etomidate-laced vape in her home on Sept 2, 2025. She said she bought the device on Telegram, and knew that it contained etomidate. HSA said Tang was fined and placed on a rehabilitation programme in lieu of prosecution. On Sept 11, 2025, Tang was issued a Notice to Attend Rehabilitation at the Institute of Mental Health. The programme, which can be up to six months long, focuses on education, counselling and support to overcome addiction, including individual, group and family sessions. However, she did not attend her first appointment on Sept 24, 2025, and did not inform the authorities that she was unable to attend. As she failed to attend rehabilitation despite repeated reminders, HSA proceeded to bring charges against her for possession of etomidate, said the authority. When asked by Deputy Principal District Judge Kessler Soh why she did not turn up, Tang said she was sick. After meting out her sentence, the judge said: I hope you are aware of how serious your offence is, and that you will stop vaping after this. In its Jan 6 statement, HSA said it has been offering mandatory rehabilitation to first-time Kpod offenders to give them a chance to quit their habit with professional support. However, offenders, as in the case of Tang, who fail to attend and/or complete their rehabilitation will be charged in court. Such etomidate e-vaporiser offenders face a fine of up to $10,000 or imprisonment for up to two years or both.",https://www.straitstimes.com/singapore/courts-crime/woman-jailed-a-week-for-kpod-possession-after-she-failed-to-attend-rehabilitation
Not entirely on the road to hell: Will the world get real on climate action in 2026?,"Jan 06, 2026, 06:00 PM","Jan 06, 2026, 06:00 PM",https://cassette.sphdigital.com.sg/image/straitstimes/8e61472892edc957066f182eb81ead46abc45cbc4df9b76eb68537bbbe3eb005,"Entering 2026 might bring environmental optimism, but consider whether policies like the higher carbon tax will truly add wind to the sails of climate action.ST GRAPHIC: CHEN JUNYI","['ST Podcasts', 'Green Pulse Podcast', 'Climate change']","Synopsis: Every first and third Tuesday of the month, The Straits Times analyses the beat of the changing environment, from biodiversity conservation to climate change. For the first episode of 2026, Green Pulse hosts Audrey Tan and David Fogarty discuss whether the new year will add wind to the sails of the climate movement, or whether it will be another year of climate action being stuck in the doldrums. David seems optimistic about certain developments, such as the entry into force of the High Seas Treaty. But Audrey is more cautious on other fronts. Singapores carbon tax is expected to go up from $25 per tonne of emissions in 2025 to $45 per tonne in 2026 and 2027, but will allowances given to emitters dampen the signal a carbon tax is supposed to send? Who do you agree with? Let us know! Highlights of conversation (click/tap above): 1:45 Key events for 2026 - High Seas Treaty ahoy! 5:33 Can climate agreements really deliver on their promises? 11:03 Less talk, more tangible action this year, please. 16:43 Whats the weather forecast for 2026? 19:31 Lets talk about positive things – will global CO2 emissions peak in 2026? 23:08 To sum up: Good to be cautiously optimistic – its not all gloomy! Follow Audrey Tan on LinkedIn:https://str.sg/848W Read her articles:https://str.sg/JLM2 Follow David Fogarty on LinkedIn:https://str.sg/jcvy Read his articles:https://str.sg/JLMu Hosts: Audrey Tan (audreyt@sph.com.sg) & David Fogarty (dfogarty@sph.com.sg) Produced and edited by: Hadyu Rahim Executive producers: Ernest Luis & Lynda Hong Follow Green Pulse Podcast here and get notified for new episode drops: Channel:https://str.sg/JWaf Apple Podcasts:https://str.sg/JWaY Spotify:https://str.sg/JWag Feedback to:podcast@sph.com.sg SPH Awedio app:https://www.awedio.sg --- Follow more ST podcast channels: All-in-one ST Podcasts channel:https://str.sg/wvz7 Get more updates:http://str.sg/stpodcasts The Usual Place Podcast YouTube:https://str.sg/theusualplacepodcast --- Get The Straits Times app, which has a dedicated podcast player section: The App Store:https://str.sg/icyB Google Play:https://str.sg/icyX ---",https://www.straitstimes.com/singapore/environment/not-entirely-on-the-road-to-hell-will-the-world-get-real-on-climate-action-in-2026
"Jail, fine for man who registered shell companies, opened bank accounts for scam syndicate","Jan 06, 2026, 05:42 PM","Jan 06, 2026, 07:08 PM",https://cassette.sphdigital.com.sg/image/straitstimes/e9b1bcae6179bb3b8cb187207d318a43cb67428fa2a1b13e27bab45025d2ec4b,The man admitted he had never clarified how the businesses would be operated when he opened two companies for a stranger.ST PHOTO: KELVIN CHNG,"['Scams', 'Singapore crime', 'Singapore courts']","SINGAPORE – After being introduced to an unknown individual by his friend, a man agreed to help open two companies for the stranger and act as their sole director. Sim Chee Wei, 40, did this despite not knowing anything about the business of the companies he helped register, and even opened a corporate bank account before giving its details to the foreigner. The account received more than $250,000 in scam proceeds from the US. Sim, who had opened SIMCW Tech, and the firms bank account, had facilitated the work of a transnational scam syndicate. On Jan 6, SIMCW Tech was fined $32,000 for possessing property reasonably suspected to be the benefits of criminal conduct. Sim was sentenced to eight months and one weeks jail after pleading guilty to one count of possessing property suspected of being criminal proceeds, and one count of failing to use reasonable diligence in the discharge of duties as a director. Court documents show that the Commercial Affairs Department was notified on Aug 29, 2022, that a US-based company had been deceived into making fraudulent wire transfers to SIMCWs bank account twice in August 2022. The transfers, valued at US$209,892.84 (S$268,450), involved scam proceeds. Sim had been introduced by a friend named Roy in court documents to a stranger who claimed to be a Chinese national. He said he did not know the persons name, background and contact details. Despite that, Sim agreed to help register two firms, SIMCW Tech and SCWEI Tradings, in partnership with the stranger. Sim admitted he had never clarified how the businesses would be operated, whether they would have any employees, or where the offices would be located. Still, Sim agreed to help open a local corporate bank account under SIMCW Tech on Aug 16, 2022. He handed over details of the bank account to Roy. After Aug 19, 2022, he noticed there was more than US$200,000 in the account. He tried to withdraw the money for his own use, but the funds had already been flagged by the bank as criminal proceeds. In a statement on Jan 6, 2026, the police said Sim failed to exercise any supervision over the affairs of both companies he helped to register, and he was unaware of the transactions taking place in the bank account. The police said they took a serious stance against anyone involved in laundering crime proceeds as these crimes compromise the integrity of Singapores financial system. They added: To ensure that Singapore remains a safe and trusted place for business and finance, the police will take tough enforcement action against such perpetrators, who will be dealt with in accordance with the law. In 2023, the Accounting and Corporate Regulatory Authority prosecuted nine nominee directors, including a man who ran a business helping Chinese clients set up companies here and became anominee director of 980 companies. More than $5 million was laundered by the companies under him, and he was sentenced to four weeks jail, fined $57,000 and banned from being a director for five years.",https://www.straitstimes.com/singapore/courts-crime/jail-fine-for-man-who-registered-shell-companies-opened-bank-accounts-for-scam-syndicate
"AI, quantum computing and interdisciplinary research to reshape science: Heng Swee Keat","Jan 06, 2026, 05:35 PM","Jan 06, 2026, 06:44 PM",https://cassette.sphdigital.com.sg/image/straitstimes/a481bfbb8280a1cf4afc740555a423cac04013b741aefea7377a75e7ddc1e5a1,National Research Foundation chairman Heng Swee Keat outlined the three key trends at the opening ceremony of the 14th Global Young Scientists Summit.ST PHOTO: GAVIN FOO,[],"SINGAPORE – As the world is in the midst of a revolution in artificial intelligence and machine learning capabilities, the research and innovation field will also be impacted in fundamental ways, said Mr Heng Swee Keat, chairman of the National Research Foundation (NRF). Speaking at the opening ceremony of the 14th Global Young Scientists Summit on Jan 6, Mr Heng outlined the three key trends that are set to shape the future of science. The first is AI, which provides scientists with techniques and tools of immense sophistication that can be applied to increasingly complex and difficult scientific problems, he said. However, these developments would also raise concerns about ethics, accountability and misuse. Scientists and innovators must work with policymakers all over the world to develop and apply AI systems ethically and responsibly, said Mr Heng. The second trend, he noted, is the advancement of quantum computing. It is similar to traditional computing but operates in ultra-cold temperatures near absolute zero or minus 273.15 deg C. At such temperatures, quantum objects such as electrons or particles of light are manipulated to execute complex mathematical calculations beyond the reach of traditional computers. Quantum computing is advancing swiftly and is on the brink of solving what are once-unsolvable computational problems – from simulating complex biological systems to optimising supply chains, Mr Heng said. Yet, much work remains to be done to build scalable, reliable fault-tolerant quantum systems. The third trend, he highlighted, is interdisciplinary research becoming more important as challenges facing humanity get increasingly complex and require expertise from multiple fields. For example, climate change requires a combination of environmental science, engineering, data science and policy analysis. At the NRF, we are committed to fostering such interdisciplinary collaboration, knowing that the solutions to our greatest challenges will come from these intersections of scientific and other fields of knowledge. This comes as Singapore is set to implement theResearch, Innovation and Enterprise (RIE) 2030 plan, the countrys next five-year strategy to strengthen its research capabilities. Announced in December 2025, RIE2030 will have a budget of $37 billion, amounting to around 1 per cent of the nations gross domestic product. From this funding, $3 billion will be set aside for two new high-level research programmes – the RIE Grand Challenges to drive more impact in national strategic priorities, and the RIE Flagships to push for creation of economic value. The first Grand Challenge will focus on the ageing population, while the first Flagship project will focus on semiconductors to establish Singapore as a strategically important research and development (R&D) node in this industry. Mr Heng said that through both RIE Flagships and Grand Challenges, NRF is taking a systematic approach to define desired economic and strategic outcomes, identify major bottlenecks where R&D is needed, and develop coordinated portfolios of research and innovation programmes to realise the targeted goals. At the same time, NRF will continue to invest heavily to keep Singapores basic research talent and expertise at the cutting edge. In parallel, the foundation will develop capabilities and infrastructure in AI, data and advanced computing. NRF plans to implement a long-term funding strategy to maintain and upgrade its essential research infrastructure, ensuring that scientists have access to the advanced tools and facilities for globally competitive research. Mr Heng also pointed out that excellence in research is ultimately about developing and bringing together the best talents from Singapore and around the world to work on the most critical challenges. To that end, NRF will further strengthen its portfolio of research grants, fellowships and investigatorships to nurture both leading and promising local researchers, attract top-tier and emergent research talent from around the world. The foundation will also continue to build new links and deepen existing ones among researchers in Singapore and the global scientific community. The five-day conference, which ends on Jan 9, will see the largest number of participants since its inauguration in 2013. Over 400 young researchers from 57 countries, including participants from Columbia, Kazakhstan, Mexico and South Africa, are taking part for the first time. Twenty-one eminent scientists, including Nobel laureates, Turing Prize winners and Millennium Technology Prize recipients, will also be gracing the event.",https://www.straitstimes.com/singapore/ai-quantum-computing-and-interdisciplinary-research-to-reshape-science-says-heng-swee-keat
"Jail for Singaporean, Briton over offences linked to Wirecard","Jan 06, 2026, 05:25 PM","Jan 06, 2026, 05:31 PM",https://cassette.sphdigital.com.sg/image/straitstimes/ea47076c535434e5a0e7f73232d71342f969519e1e0e7ce8a0212f75da84849c,"Briton James Henry OSullivan (right), who had abetted Singaporean R. Shanmugaratnam, was ordered to spend 6½ years behind bars.ST PHOTOS: KELVIN CHNG","['Singapore courts', 'Crime', 'Fraud']","SINGAPORE – Singaporean R. Shanmugaratnam,who was earlier convicted of 13 counts of falsification of accounts linked to nearly €1.1 billion(S$1.65 billion) purportedly held in escrow for collapsed German payments company Wirecard and its related firms, was sentenced to 10 years jail on Jan 6. Briton James Henry OSullivan, 51, who had abetted Shanmugaratnam, 59, was ordered to spend 6½ years behind bars. OSullivan was earlier convicted of five counts of falsification of accounts. A district court had found them guilty of their charges in September 2025 after a trial. In earlier proceedings, the court heard that from 2016 to 2018, Shanmugaratnam, who was then a director of Citadelle Corporate Services, issued 13 balance confirmation letters. The documents falsely confirmed to Wirecard AG, its related companies WCUKI and Cardsystems, as well as their auditors, that Citadelle held nearly €1.1 billion in escrow for the Wirecard entities across three financial years. Escrow is an essential service in capital markets that supports transactions such as mergers and acquisitions. OSullivan had abetted Shanmugaratnam to issue five of the letters in March 2017, the court heard. The pairs cases are said to be linked to Jan Marsalek, 45,an Austrian fugitive, a former businessman and suspected spy operative for Russia. Marsalek was the chief operating officer of Wirecard AG from 2010 to 2020. An Interpol Red Notice has been issued against him. Once such a notice is issued, the police in other countries can be on the lookout for foreign offenders. The Red Notice can then be used to support extradition proceedings after an arrest is made. Oliver Bellenhaus, a German who used to be managing director of Cardsystems Middle East FZ – a Dubai subsidiary of Wirecard Technologies – was also named in court documents tendered by Singapores prosecution. Deputy public prosecutors Gordon Oh, Alexandria Shamini Joseph and Louis Ngia had earlier stated in court documents that OSullivan got to know Shanmugaratnam after the Briton engaged Citadelles services to set up companies in Singapore. Citadelle then offered corporate secretarial services to 30 of OSullivans companies, including Brightyear, Senjo Group and Senjo Payment. OSullivan was also the owner of multiple accounts on e-mail platforms and messaging app Telegram. Shanmugaratnam believed that he was communicating with OSullivan through these e-mail accounts, said the prosecution. Court documents stated that OSullivan was Marsaleks long-time business partner and friend. OSullivan introduced Marsalek to Shanmugaratnam on an occasion before July 2015, said the prosecutors. According to (Shanmugaratnam), he was asked by (Marsalek) to act as an escrow agent between Wirecard entities and (OSullivans) companies, they added. Among other things, Shanmugaratnam received a request on Feb 23, 2016, from accounting firm Ernst & Young (EY) for Citadelle to confirm the balance of all accounts held by Wirecard AG and/or its subsidiaries with Citadelle as of Dec 31, 2015. In March 2016, he received a document from Marsalek, which contained draft wordings to be put into balance confirmation letters. The DPPs said: Shortly after, Shanmugaratnam prepared (three) letters on Citadelles letterhead using the wording provided in (the) document. Shanmugaratnam then sent the three letters to EY via e-mail on March 29, 2016. On the same day, EY Germany replied to confirm receipt of the e-mail. The letters had mentioned three escrow accounts, and each of them purportedly had a balance of between €30 million and more than €66 million. Court documents stated that, in fact, Citadelle was not holding these sums of money for Wirecard and/or its subsidiaries as of Dec 31, 2015. On May 23, 2016, Shanmugaratnam received an e-mail from Bellenhaus, asking him to provide confirmation that Citadelle held an additional €41.5 million in an escrow account as of March 31, 2016. The e-mail contained the wording to be used for a letter of confirmation to be addressed to WCUKI. In May that year, Shanmugaratnam prepared letters using words provided by Bellenhaus. After that, he sent them to Bellenhaus via e-mail. The letters had mentioned two escrow accounts, and each of them purportedly had a balance of between €30.3 million and €41.5 million as of March 31, 2016. Shanmugaratnam went on to commit similar offences involving the remaining letters, and five of them were linked to OSullivan. Wirecardfiled for bankruptcy in 2020after disclosing that €1.9 billion in cash, supposed to be in bank accounts in the Philippines, did not exist. The companys former chief executive Markus Braun and several other top executives were then arrested. On Jan 6, the court heard that OSullivan and Shanmugaratnam will be appealing against their convictions and sentences. The pair still have three pending charges in total that will be dealt with at a later date.",https://www.straitstimes.com/singapore/courts-crime/jail-for-singaporean-briton-over-offences-linked-to-wirecard
Maid who took pic of naked old woman and shared it with her husband gets 7 months jail,"Jan 06, 2026, 04:30 PM","Jan 06, 2026, 04:34 PM",https://cassette.sphdigital.com.sg/image/straitstimes/f52fc750f470442c15ae3bc7b3f58a3c72af1740e4170d2ac94ce19670f78616,The 34-year-old Indonesian woman had pleaded guilty in December 2025 to one count each of voyeurism and distributing the voyeuristic image.ST PHOTO: KELVIN CHNG,"['Singapore courts', 'Crime', 'Domestic worker']","SINGAPORE – A maid tasked to care for a 97-year-old woman photographed the latter naked and shared the picture with her own husband. On Jan 6, the 34-year-old Indonesian woman, who cannot be named due to a gag order to protect the victims identity, was sentenced to seven months jail. She had pleaded guilty in December 2025 to one count each of voyeurism and distributing the voyeuristic image. Deputy Public Prosecutor Hidayat Amir said that the victims 60-year-old son, identified in court documents as C1, was the maids employer at the time of the offences. His mother needed help with her daily activities and the maid was tasked to care for the woman. The maid and the victim were in a bathroom of a Serangoon North flat at around 9am on July 24, 2025, when the maid snapped a picture of the latter. The elderly womans face and chest area were visible in the picture, the court heard. The maid later sent it to her own husband in Indonesia via WhatsApp before deleting the message. The DPP said that on Sept 11 and 12, 2025, C1s wife received multiple messages from either the maid or the maids husband from different numbers. Three of the messages showed the victims picture. One of them stated that the sender hoped the maid could return to Indonesia, while another message said: Maybe you are not interested, but I will spam your number every day. On Sept 12, 2025, the wife alerted C1, who lodged a police report later that day. The maid was arrested soon after.",https://www.straitstimes.com/singapore/courts-crime/maid-who-took-pic-of-naked-old-woman-and-shared-it-with-her-husband-gets-7-months-jail
Probation for teen who entered MRT tracks during operational hours and filmed train,"Jan 06, 2026, 02:50 PM","Jan 06, 2026, 03:22 PM",https://cassette.sphdigital.com.sg/image/straitstimes/5f178ed56d328ea04d0a38119039fa27fdaaf5a7ea91bb5e6b3955b4d50e66b6,The teen allegedly committed criminal trespass on March 27 at around 8.15pm by climbing a scaffolding in Upper Changi Road to access the train tracks during operational hours.PHOTOS: SCREENGRAB FROM FACEBOOK VIDEO/COMPLAINT SINGAPORE,"['Singapore courts', 'Crime', 'MRT']","SINGAPORE –A teenage boy intruded onto MRT train tracks between Tanah Merah and Simei stations during operational hours, and recorded a video of a passing train while he was in the area. After about five to 10 minutes on the tracks, he left the vicinity and uploaded the clip to Instagram. He was caught after an SMRT employee saw the video and alerted the police. On Jan 6, the 17-year-old offender, who cannot be named due to a gag order, was sentenced to 18 months probation. He must remain indoors from 10pm to 6am every day and perform 80 hours of community service.His parents were bonded for $5,000 to ensure his good behaviour. The teen must also attend all psychiatric and psychological assessments and treatments. He had earlier pleaded guilty to endangering the safety of others who were travelling along the railway. He also admitted to an unrelated criminal trespass charge. Deputy Public Prosecutor Xu Sijia told the court that in January 2025, the offender noticed two scaffolding structures leading up to the train tracks in Upper Changi Road. He then hatched a plan to explore the train tracks by accessing them via the scaffolding. In the evening of March 27, 2025, he went to the scaffolding area and waited for the people working there to leave. He then removed his shirt and wore it around his face to conceal his identity, before entering the area through a gap in a fence. He ducked down to avoid detection and moved towards the scaffolding structure. After that, the teenager lay down and squeezed through a gap between a gate and the ground. The DPP said: He then climbed up a staircase behind the gate which led to the train tracks. He paused halfway on the staircase and ducked down when he saw two people walking along a footpath. When he heard an approaching train, he lay down beside the train track to avoid detection and recorded a video of the passing train with his phone. After the train passed, he crossed to the opposite side while still recording the video. The teenager then snapped a photo and took another video of the train tracks before leaving through the same scaffolding. He later told investigators that he was on the train tracks for about five to 10 minutes, and saw between four and six trains passing by. Soon after, he uploaded the video of the passing train online via the Instagram Story function, making it viewable only to account holders in his close friends list. On June 9, 2025, he uploaded the video on his second Instagram account using the same function. But the next day, he found out that the video had been reposted on another partys Instagram account. Noticing that the video was becoming viral, the teenager deleted his second Instagram account to try and avoid detection. DPP Xu said: The accuseds actions endangered the safety of the commuters travelling on the trains… and himself, and also posed a real risk of disruption to train operations. In a separate incident, the teenager was at home at around 11pm on May 16, 2025 when he felt the urge to do some climbing. Clad in only his underwear and shoes, he left his home and took a lift to the 14th floor of a block of Housing Board flats. After that, he walked up a flight of stairs to the 16th floor, and went to the end of a corridor. A 27-year-old man was in his own flat when he heard noises nearby. He went to the corridor and saw the teenager leaning on a parapet ledge. The DPP said: The complainant felt scared and returned to his unit to call the police for assistance. While making the call, the complainant noticed that the accused was on the parapet ledge attempting to climb onto the roof of the HDB block. The offender made his way to the rooftop where he sat down, listened to music and made video calls before police arrived at the scene. When he heard some officers shouting for him, he walked to the opposite end of the rooftop, and made use of some ledges and laundry racks toclimb down. He then noticed bystanders and police officers on the ground floor looking for him. In a bid to evade arrest, he entered an 86-year-old womans unit through an openwindow. It is not stated where the window was located. He thentried to open the windows near the front door. When the teenager heard police officers approaching, he entered the victims bedroom and hid under her bed. The DPP said that the elderly woman was sleeping and did not notice the offenders presence. He decided to surrender himself to the authorities about 30 minutes later, and found the womans key on her bed. He opened the front door and surrendered to the officers, who woke the woman up and told her about the incident.",https://www.straitstimes.com/singapore/courts-crime/probation-for-teen-who-entered-mrt-tracks-during-operational-hours-and-filmed-train
Van driver taken to hospital after accident with bus outside Boon Lay interchange,"Jan 06, 2026, 02:50 PM","Jan 06, 2026, 06:23 PM",https://cassette.sphdigital.com.sg/image/straitstimes/bca060aa81ce48c121a960bc67b3d596d5f4a7c8f7164b4060602e3c5370b029,A 49-year-old male driver was taken to hospital conscious after the accident on Jan 6 outside Boon Lay Bus Interchange.PHOTO: SCREENGRAB FROM CARGO/XIAOHONGSHU,"['Accidents - traffic', 'Accidents', 'Police']","SINGAPORE –A49-year-old manwas taken to hospital on themorning of Jan 6after thevanhe was driving was involved in an accident with an SBS Transit bus in Jurong West. The police said they were alerted to the accident inJurong West Central 3 towards Jurong West Street 64,outside Boon Lay Bus Interchange, atabout 7.40am. The van driver was taken conscious toNational University Hospitalby the Singapore Civil Defence Force (SCDF). He will be assisting with ongoing investigations, the police added. In response to queries from The Straits Times, SBS Transit said bus service 174 was turning into the junction outside Boon Lay Bus Interchange, with the green traffic light in its favour, when the bus and a private vehicle collided. No one on board the bus, including the bus captain, was injured, and passengers were transferred to another bus to continue their journeys. SBS Transit spokeswoman Grace Wu said: However, the driver of the other vehicle was hurt, and we do wish him a speedy and complete recovery. In photos uploaded online by Xiaohongshu user Cargo, a grey van is seen lying on its side on the road with its rear door open. An SBS Transit bus that has a sign indicating that it is off service can be seen a short distance away from the van. There is some debris on the road near the front door of the bus. At least three SBS Transit employees and an SCDF ambulance are seen at the scene.",https://www.straitstimes.com/singapore/van-tipped-on-its-side-after-accident-with-bus-outside-boon-lay-interchange-van-driver-hurt
Jail for man who misappropriated over $2.5m in company assets while he was COO of SGX-listed firm,"Jan 06, 2026, 01:56 PM","Jan 06, 2026, 04:36 PM",https://cassette.sphdigital.com.sg/image/straitstimes/42604c78076cd798a8c428a8ed340c772338252e68246f8db6addeb186c80ae5,Richard Siua Cheng Foo was sentenced to five years and six months jail after he pleaded guilty to one count of criminal breach of trust.ST PHOTO: KELVIN CHNG,"['Singapore courts', 'Crime', 'Criminal breach of trust']","SINGAPORE -A man whowas the chief operating officer (COO) of MDR, a firm listed on the main board of the Singapore Exchange, misappropriated over $2.5 million in company assets, including mobile devices. Court documents stated that these assets were meant for MDRs promotional activities. However, Richard Siua Cheng Foo, 54, sold them through a third-party dealer, offering the latter a cut of every sale. Siua also used a portion of his ill-gotten gains to fund his gambling habit. On Jan 6, he was sentenced to five years and six months jail after he pleaded guilty to one count of criminal breach of trust involving 625 mobile devices worth nearly $980,000 in total. Four other charges relating to the remaining amount were considered during his sentencing. He has not made any restitution to MDR. At the time of the offences, Siua was also the chief executive and director of several of MDRs subsidiaries – 3 Mobile Telecom, Handphoneshop and A-Mobile. These subsidiaries were collectively referred to as the group in court documents, and a search with the Accounting and Corporate Regulatory Authority revealed that he no longer holds these positions with them. Deputy Public Prosecutor Louis Ngia said that the group was in the business of distributing and selling mobile handsets and accessories. The prosecutor added that as the CEO of MDRs subsidiaries, Siua had the authority to instruct his staff to withdraw and deliver to him the firms mobile devices from warehouses for legitimate business purposes. However, he started misappropriating these company assets from November 2020 and sold them for his own financial gain. The DPP said: The accused started on this course of offending conduct as he had become addicted to gambling, and he wanted the monies to fund his gambling bets. He also realised that his staff trusted him to use the assets to the benefit of the company, and did not monitor his use of them or question his instructions. According to court documents, Siua sold these company assets with the help of his friend, one Tan Yeow Kian, then the director of a firm called Next Telecom, which dealt with mobile phones and accessories. The case involving Tan, 54, whom the DPP referred to as Freddy, is still pending. The DPP said that Siua, who was facing financial difficulties, had taken personal loans from Tan. He added: The accused acquired Freddys assistance to sell the company assets on his behalf. Freddy did not buy the (goods) directly from the accused but would act as a dealer by helping the accused look for buyers. After securing a buyer for those goods, Freddy would take a cut of the sale proceeds as his own profit. On occasions, the remainder of the sale proceeds was used to offset the amount that the accused owed Freddy. In 2020 and 2021, Siua misappropriated a total of 4,057 units of company assets worth over $2.5 million, the court heard. His offences first came to MDRs attention in December 2021. After using up almost all the subsidiaries marketing funds that he was handling, Siua approached the CEO of MDR for a company loan. Suspecting that Siua was facing financial woes, the CEO asked MDRs finance department to conduct a check on his use of the groups finances. The department then discovered a sharp spike in the groups marketing expenditure for 2021 compared with previous years. It also found that Siua had requested for numerous mobile devices to be released. The DPP told the court that these were unusual circumstances and MDRs CEO confronted Siua about the matter during a meeting. Siua came clean about what he had done, and MDRs chief financial officer alerted the police on Dec 15, 2021. Siua surrendered himself to the police soon after. He was not the first individual linked to MDR to be dealt with in court in recent months. Police said in a statement on Jan 6 that a man identifiedas Peter Ng Eng Ming, a former sales director of one of MDRs subsidiaries, was earlier sentenced to a year and 11 months jail in a separate case. Ng had pleaded guilty to one count of criminal breach of trust in August 2025. A police spokesperson said: As sales director, Ng had the authority to instruct his staff to withdraw company assets for business purposes. Similar to Siua, Ng misappropriated these company assets by selling them for personal gains. Between January 2019 and December 2021, Ng misappropriated 155 units of mobile devices and accessories worth around $200,000.",https://www.straitstimes.com/singapore/courts-crime/jail-for-man-who-misappropriated-over-2-5m-in-company-assets-while-he-was-coo-of-sgx-listed-firm
Motorcyclist dies after accident with car on SLE,"Jan 06, 2026, 01:50 PM","Jan 06, 2026, 06:13 PM",https://cassette.sphdigital.com.sg/image/straitstimes/dcef028ed4fa8df58a91d905826102dad236f006ff31c5a78a7067000a7feba3,Video footage posted on Facebook shows a few people crouched around a person near a grey car as one of them performs cardiopulmonary resuscitation on the person.PHOTO: SCREENGRAB FROM FARIZATUL FIRDAUS/FACEBOOK,"['Cars', 'Accidents - traffic', 'Police']","SINGAPORE – A 42-year-old motorcyclist died after an accident involving a motorbike and a car early on Jan 6. The police and Singapore Civil Defence Force (SCDF) said they were alerted to the accident on the SLE towards CTE at about 6am that day. The motorcyclist was taken unconscious to Sengkang General Hospital, where he later died, the authorities said. A 48-year-old male car driver is assisting with investigations, the police added. Investigations are ongoing. Video footage posted on Facebook shows a few people crouched around a person near a grey car and toppled motorcycle as one of them performs cardiopulmonary resuscitation on the person amid ongoing traffic. A trail of blood can be seen on the road near them. In another image, SCDF officers in neon vests are seen tending to the person lying on the ground. There were 78 fatal accidents in the first half of 2025, up from 70 in the first half of 2024, with the number of deaths rising from 72 to 79, statistics from the Traffic Polices mid-year report in 2025 showed. The number of accidents involving motorcyclists went up by 9.5 per cent to 2,088 in the first half of 2025, compared with 1,907 in the first six months of 2024. Motorcyclists and pillion riders continue to be disproportionately represented in traffic fatalities, accounting for 54.4 per cent of all road deaths, the report said.",https://www.straitstimes.com/singapore/motorcyclist-dies-after-accident-with-car-on-sle
